,NHS_NUMBER,DATE_OF_BIRTH,FIRST_NAME,LAST_NAME,HOUSEHOLD,AGE,PRACTICE_CODE,PRACTICE_NAME,DISTANCE_FROM_PRACTICE,ESTABLISHMENT_TYPE,EDUCATIONAL_ESTABLISHMENT_UPN,EDUCATIONAL_ESTABLISHMENT_NAME,UNI_COURSE_CODE,UNI_COURSE_TITLE,LAT,LON,MARITAL_STATUS_CODE,MARITAL_STATUS,GENERAL_HEALTH_CODE,GENERAL_HEALTH,OCCUPATION_CODE,OCCUPATION,SEX_CODE,SEX,HOURS_WORKED_CODE,HOURS_WORKED,ECONOMICACTIVITY_CODE,ECONOMICACTIVITY,HOUSEHOLD_TYPE_CODE,HOUSEHOLD_TYPE,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,ADDRESS_5,ADDRESS_6,YEARS_AT_ADDRESS,POSTCODE,POSTCODE_NO_SPACE,LOCAL_AUTHORITY_CODE,LOCAL_AUTHORITY,LSOA_CODE,ETHNICITY,CANCER,DIABETES,COPD,ASTHMA,HYPERTENSION,MORBILITIES,ICB22NM,ICB22CD,PCN,MULTIPLE_MOBILITIES,BODY_WEIGHT
1403,0003880646,1931-05-21,George,Botkins,H6455709,94,C84018,FAMILY MEDICAL CENTRE (SOOD),495.92001287557054,,,,,,52.96987044,-1.11648772,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,4,Professional occupations,1,Male,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,Black,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1404,0011078354,1927-05-21,Virginia,Herndon,H6455645,98,C84018,FAMILY MEDICAL CENTRE (SOOD),523.0114827815208,,,,,,52.9697742,-1.11767099,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,11,Elementary occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,1,1,2,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,1,Idealweight
1405,0001869258,1966-05-21,Tammie,Eychaner,H3385778,59,C84018,FAMILY MEDICAL CENTRE (SOOD),530.1624476377189,,,,,,52.97000076,-1.11722449,6,Widowed or surviving partner from same-sex civil partnership,5,Very Good,3,"Managers, directors and senior officials",2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,Black,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Idealweight
1406,0033243396,1939-05-21,Douglas,Gregg,H6455761,86,C84018,FAMILY MEDICAL CENTRE (SOOD),496.9748896938774,,,,,,52.96992892,-1.11629312,6,Widowed or surviving partner from same-sex civil partnership,2,Bad,8,"Caring, Leisure and other service occupations",1,Male,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,Black,,1,1,,,2,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,1,Overweight
1407,0055378606,1995-05-21,Joshua,Andrews,H3386169,30,C84018,FAMILY MEDICAL CENTRE (SOOD),506.41241829107497,,,,,,52.96999061,-1.11641643,1,Single,5,Very Good,3,"Managers, directors and senior officials",1,Male,4,<49 hours per week,3,Economically active - employee,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Idealweight
1408,0034183565,1946-05-21,Heather,Landers,H6455641,79,C84018,FAMILY MEDICAL CENTRE (SOOD),583.1991145724916,,,,,,52.97065518,-1.11674481,6,Widowed or surviving partner from same-sex civil partnership,2,Bad,5,Associate professional and technical occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,Black,,1,,,,1,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Idealweight
1409,0011679823,1992-05-21,Brandy,Harvey,H3386261,33,C84018,FAMILY MEDICAL CENTRE (SOOD),508.10503701011277,,,,,,52.969999,-1.11644918,5,Seperated (but still legally married or still legally in a same-sex civil partnership),3,Fair,9,Sales and customer service occupations,2,Female,5,16-74 years old who do not fall into these categories,7,Economically inactive -  looking after home or family,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,Black,,1,,,,1,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1410,0042494896,1925-05-21,Vicky,Wilson,H6455508,100,C84018,FAMILY MEDICAL CENTRE (SOOD),501.4202400452196,,,,,,52.96985898,-1.11673148,6,Widowed or surviving partner from same-sex civil partnership,4, Good,9,Sales and customer service occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1411,0030277222,1981-05-21,Florence,Benzi,H3386045,44,C84018,FAMILY MEDICAL CENTRE (SOOD),581.0363821115257,,,,,,52.97057816,-1.11697232,5,Seperated (but still legally married or still legally in a same-sex civil partnership),3,Fair,9,Sales and customer service occupations,2,Female,5,16-74 years old who do not fall into these categories,8,Economically inactive -  other,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,1,,,1,,2,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,1,Overweight
1412,0041601795,1929-05-21,John,Hok,H6455806,96,C84018,FAMILY MEDICAL CENTRE (SOOD),540.9999083540399,,,,,,52.97020385,-1.11690073,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,6,Administrative and secretarial occupations,1,Male,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,1,1,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1413,0053496727,1995-05-21,Scott,Quince,H3386231,30,C84018,FAMILY MEDICAL CENTRE (SOOD),539.1504626071653,,,,,,52.97007889,-1.11726587,5,Seperated (but still legally married or still legally in a same-sex civil partnership),5,Very Good,7,Skilled trades occupations,1,Male,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,1,,1,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1414,0041709401,1974-05-21,Maureen,Montes,H3385769,51,C84018,FAMILY MEDICAL CENTRE (SOOD),525.73689358331,,,,,,52.96974905,-1.11781368,6,Widowed or surviving partner from same-sex civil partnership,4, Good,3,"Managers, directors and senior officials",2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Idealweight
1415,0032507857,1938-05-21,Deborah,Romo,H6455572,87,C84018,FAMILY MEDICAL CENTRE (SOOD),534.916898787947,,,,,,52.97021075,-1.11664662,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,6,Administrative and secretarial occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1416,0010265545,1927-05-21,Virginia,Poulsen,H6455803,98,C84018,FAMILY MEDICAL CENTRE (SOOD),539.8006399405076,,,,,,52.97032509,-1.11636301,6,Widowed or surviving partner from same-sex civil partnership,4, Good,10,"Process, plant and machine operatives",2,Female,2,>75 years old,2,=>75,2,One adult - 65+,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Idealweight
1417,0033462433,1981-05-21,James,Rosati,H3386121,44,C84018,FAMILY MEDICAL CENTRE (SOOD),529.9220883688797,,,,,,52.96984985,-1.1176633,1,Single,4, Good,8,"Caring, Leisure and other service occupations",1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1418,0052770605,1974-05-21,Thomas,Whittlesey,H3386281,51,C84018,FAMILY MEDICAL CENTRE (SOOD),570.1526009305412,,,,,,52.97017009,-1.1179448,1,Single,4, Good,7,Skilled trades occupations,1,Male,4,<49 hours per week,3,Economically active - employee,1,One adult - to age 65,9,CHERRYWOOD GARDENS,NOTTINGHAM,NOTTINGHAM,GEDLING,NOTTINGHAMSHIRE,0,NG3 6LR,NG36LR,E07000173,Gedling District (B),E01028163,White,,,,,,0,NHS Nottingham and Nottinghamshire Integrated Care Board,E54000060,U47242,0,Overweight
1419,0036234928,1922-05-21,Catherine,Garcia,H6154490,103,G82025,THE WELLS MEDICAL PRACTICE,509.7497679037821,,,,,,51.153255,0.25468808,6,Widowed or surviving partner from same-sex civil partnership,4, Good,6,Administrative and secretarial occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1420,0001274429,1984-05-21,Jesse,Williams,H3024019,41,G82025,THE WELLS MEDICAL PRACTICE,478.2500461524011,,,,,,51.15327212,0.25528311,5,Seperated (but still legally married or still legally in a same-sex civil partnership),5,Very Good,9,Sales and customer service occupations,1,Male,5,16-74 years old who do not fall into these categories,6,Economically active - unemployed,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1421,0035867097,1969-05-21,Melissa,Ramirez,H3024212,56,G82025,THE WELLS MEDICAL PRACTICE,536.936242660504,,,,,,51.15317503,0.25428199,6,Widowed or surviving partner from same-sex civil partnership,5,Very Good,8,"Caring, Leisure and other service occupations",2,Female,5,16-74 years old who do not fall into these categories,9,Economically inactive -  retired,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1422,0011879331,1980-05-21,Larry,Larmon,H3024238,45,G82025,THE WELLS MEDICAL PRACTICE,538.0863068081644,,,,,,51.15332679,0.25406298,5,Seperated (but still legally married or still legally in a same-sex civil partnership),3,Fair,8,"Caring, Leisure and other service occupations",1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,1,1,,,2,NHS Kent and Medway Integrated Care Board,E54000032,U68970,1,Overweight
1423,0035500434,1972-05-21,Ramon,Smith,H3024099,53,G82025,THE WELLS MEDICAL PRACTICE,508.8452506835911,,,,,,51.15319609,0.25479113,5,Seperated (but still legally married or still legally in a same-sex civil partnership),5,Very Good,3,"Managers, directors and senior officials",1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1424,0045877626,1933-05-21,Ruth,Harris,H6154466,92,G82025,THE WELLS MEDICAL PRACTICE,493.24930027252833,,,,,,51.15328288,0.25496782,6,Widowed or surviving partner from same-sex civil partnership,2,Bad,11,Elementary occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,1,,,,1,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1425,0047722615,1984-05-21,Natalie,Hinde,H9839889,41,G82025,THE WELLS MEDICAL PRACTICE,513.0470123352923,,,,,,51.15335317,0.25449051,4, Married or in a same sex civil partnership,4, Good,8,"Caring, Leisure and other service occupations",2,Female,4,<49 hours per week,5,Economically active -  self employed,3,Two adults - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1426,0011931598,1929-05-21,Karlene,Neil,H6154311,96,G82025,THE WELLS MEDICAL PRACTICE,498.90152127267436,,,,,,51.15333696,0.25478004,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,6,Administrative and secretarial occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1427,0044463166,2005-05-21,Linda,Martinez,H3024249,20,G82025,THE WELLS MEDICAL PRACTICE,462.67374612283004,,,,,,51.15333571,0.25549808,6,Widowed or surviving partner from same-sex civil partnership,5,Very Good,2,Not Working,2,Female,5,16-74 years old who do not fall into these categories,7,Economically inactive -  looking after home or family,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1428,0035353855,1948-05-21,Lillian,Langston,H6154308,77,G82025,THE WELLS MEDICAL PRACTICE,489.92809849821356,,,,,,51.15332614,0.25496884,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,2,Not Working,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1429,0007383729,1974-05-21,Edna,Nye,H3024153,51,G82025,THE WELLS MEDICAL PRACTICE,518.9014602891235,,,,,,51.15334805,0.25438831,5,Seperated (but still legally married or still legally in a same-sex civil partnership),3,Fair,6,Administrative and secretarial occupations,2,Female,5,16-74 years old who do not fall into these categories,8,Economically inactive -  other,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1430,0051362877,1981-05-21,George,Coles,H3023936,44,G82025,THE WELLS MEDICAL PRACTICE,493.49938576310785,,,,,,51.15339574,0.25480087,5,Seperated (but still legally married or still legally in a same-sex civil partnership),5,Very Good,5,Associate professional and technical occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1431,0036118574,1950-05-21,Robert,Harvey,H6154561,75,G82025,THE WELLS MEDICAL PRACTICE,506.36168353473033,,,,,,51.15338414,0.25457417,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,9,Sales and customer service occupations,1,Male,2,>75 years old,2,=>75,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,1,,1,2,NHS Kent and Medway Integrated Care Board,E54000032,U68970,1,Underweight
1432,0019912540,1960-05-21,Elizabeth,Benitez,H6154419,65,G82025,THE WELLS MEDICAL PRACTICE,461.5489386075633,,,,,,51.15340524,0.25541004,6,Widowed or surviving partner from same-sex civil partnership,4, Good,8,"Caring, Leisure and other service occupations",2,Female,6,<15 hours per week,3,Economically active - employee,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,1,,,1,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Underweight
1433,0019937508,1981-05-21,Oscar,Silverman,H3024017,44,G82025,THE WELLS MEDICAL PRACTICE,453.2206754781197,,,,,,51.15340915,0.25557232,1,Single,4, Good,11,Elementary occupations,1,Male,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1434,0044034561,1999-05-21,Carolyn,Mona,H3024165,26,G82025,THE WELLS MEDICAL PRACTICE,497.85807978867985,,,,,,51.15321081,0.25498553,1,Single,4, Good,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1435,0024623125,1941-05-21,Renita,Cloe,H6154468,84,G82025,THE WELLS MEDICAL PRACTICE,511.2605954473299,,,,,,51.15325387,0.25466067,6,Widowed or surviving partner from same-sex civil partnership,5,Very Good,11,Elementary occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Underweight
1436,9315121209,2025-05-21,Cecil,Davisson,H3023972,0,G82025,THE WELLS MEDICAL PRACTICE,471.17588943337216,,,,,,51.1531878,0.25556963,2,<16 years old therefore ineligible to marry,4, Good,1,<16 years old,1,Male,1,<16 years old,1,<16 years old,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1437,0046953269,1986-05-21,Rebecca,Davisson,H3023972,39,G82025,THE WELLS MEDICAL PRACTICE,471.17588943337216,,,,,,51.1531878,0.25556963,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,8,"Caring, Leisure and other service occupations",2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1438,0029062496,2002-05-21,Denise,Tisdale,H3024056,23,G82025,THE WELLS MEDICAL PRACTICE,518.0288902804982,,,,,,51.15326213,0.25452007,1,Single,5,Very Good,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1439,0019557003,1998-05-21,James,Hinde,H9839889,27,G82025,THE WELLS MEDICAL PRACTICE,513.0470123352923,,,,,,51.15335317,0.25449051,4, Married or in a same sex civil partnership,5,Very Good,8,"Caring, Leisure and other service occupations",1,Male,3,31-48 hours per week,3,Economically active - employee,3,Two adults - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Underweight
1440,0029422865,2007-05-21,Norma,Perkins,H3024105,18,G82025,THE WELLS MEDICAL PRACTICE,518.595881500052,,,,,,51.15340207,0.25432428,1,Single,5,Very Good,8,"Caring, Leisure and other service occupations",2,Female,7,16-30 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1441,0049531666,1979-05-21,Alice,Sheldon,H3024058,46,G82025,THE WELLS MEDICAL PRACTICE,546.1116238108159,,,,,,51.15334813,0.25389167,5,Seperated (but still legally married or still legally in a same-sex civil partnership),4, Good,3,"Managers, directors and senior officials",2,Female,4,<49 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Underweight
1442,0033976539,1964-05-21,Darrell,Fry,H3023958,61,G82025,THE WELLS MEDICAL PRACTICE,503.7455120440057,,,,,,51.15328317,0.25476342,5,Seperated (but still legally married or still legally in a same-sex civil partnership),5,Very Good,7,Skilled trades occupations,1,Male,7,16-30 hours per week,5,Economically active -  self employed,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,Black,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
1443,0044832379,1978-05-21,Vicky,Carlsen,H3024022,47,G82025,THE WELLS MEDICAL PRACTICE,490.8138207798806,,,,,,51.15317574,0.25518208,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,4, Good,5,Associate professional and technical occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,1,One adult - to age 65,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,,,,,0,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Overweight
1444,0045803869,1927-05-21,Judith,Tutas,H6154338,98,G82025,THE WELLS MEDICAL PRACTICE,519.9304893224828,,,,,,51.15322096,0.25454113,6,Widowed or surviving partner from same-sex civil partnership,3,Fair,6,Administrative and secretarial occupations,2,Female,2,>75 years old,2,=>75,2,One adult - 65+,"FLAT 9 SPELDHURST PLACE, 78",SPELDHURST ROAD,TUNBRIDGE WELLS,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT,0,TN4 0JA,TN40JA,E07000116,Tunbridge Wells District (B),E01024846,White,,1,,,,1,NHS Kent and Medway Integrated Care Board,E54000032,U68970,0,Idealweight
